Generic Group,Generic Brand,Generic Product Category,Generic Product,Variable Group,Generic Variable,Generic LookupKey,Units,Time Period,Value
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q2_Jul,0.195368436
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q2_Aug,0.193988872
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q2_Sep,0.191655566
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q3_Oct,0.19941615
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q3_Nov,0.191303661
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q3_Dec,0.199083056
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q4_Jan,0.194749072
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Average revenue per existing customer - Rabbit ,ConsumerSandesh Brand 1BroadbandRabbitAverage revenue per existing customer - Rabbit ,Pounds,18/19_Q4_Feb,0.194624698
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,17/18_Q4_Jan,0.24771372
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,17/18_Q4_Feb,0.248615786
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,17/18_Q4_Mar,0.258725206
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q1_Apr,0.19290702
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q1_May,0.259789255
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q1_Jun,0.229030138
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q2_Jul,0.246392184
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q2_Aug,0.252411599
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q2_Sep,0.221785158
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q3_Oct,0.257944593
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q3_Nov,0.230824057
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q3_Dec,0.251332933
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q4_Jan,0.211468655
Consumer,Sandesh Brand 1,Broadband,Cheetah,Average revenue per existing customeR,Average revenue per existing customer - Cheetah,ConsumerSandesh Brand 1BroadbandCheetahAverage revenue per existing customer - Cheetah,Pounds,18/19_Q4_Feb,0.256751519
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q1_Apr,0.21543811
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q1_May,0.169160106
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q1_Jun,0.226163004
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q2_Jul,0.215518555
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q2_Aug,0.185744443
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q2_Sep,0.179829758
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q3_Oct,0.215513267
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q3_Nov,0.222531604
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q3_Dec,0.209341573
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q4_Jan,0.214717019
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q4_Feb,0.216734617
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,17/18_Q4_Mar,0.217305676
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q1_Apr,0.170172248
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q1_May,0.222913242
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q1_Jun,0.212019714
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q2_Jul,0.216738294
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q2_Aug,0.179979598
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q2_Sep,0.175541085
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q3_Oct,0.209603762
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q3_Nov,0.177459746
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q3_Dec,0.215773614
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q4_Jan,0.214649067
Consumer,Sandesh Brand 1,Broadband,Tortoise,Average revenue per existing customeR,Leavers Average revenue per customer  - Tortoise,ConsumerSandesh Brand 1BroadbandTortoiseLeavers Average revenue per customer  - Tortoise,Pounds,18/19_Q4_Feb,0.224713016
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q1_Apr,0.20178494
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q1_May,0.179692188
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q1_Jun,0.208858166
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q2_Jul,0.179637692
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q2_Aug,0.20846463
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q2_Sep,0.179498315
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q3_Oct,0.204041561
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q3_Nov,0.208176276
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q3_Dec,0.179392307
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q4_Jan,0.201536805
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q4_Feb,0.199885913
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,17/18_Q4_Mar,0.204449942
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q1_Apr,0.178768487
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q1_May,0.210928183
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q1_Jun,0.18583733
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q2_Jul,0.208588256
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q2_Aug,0.201893844
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q2_Sep,0.180869773
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q3_Oct,0.208461903
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q3_Nov,0.181111784
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q3_Dec,0.208394164
Consumer,Sandesh Brand 1,Broadband,Rabbit,Average revenue per existing customeR,Leavers Average revenue per customer - Rabbit  ,ConsumerSandesh Brand 1BroadbandRabbitLeavers Average revenue per customer - Rabbit  ,Pounds,18/19_Q4_Jan,0.204305019
